api,operator,direction,latitude,longitude,spudyr
05-045-15630,Encana Oil & Gas Inc,Directional,39.578342,-108.110597,2008
05-045-13324,WPX Energy Rocky Mountain LLC,Directional,39.464302,-107.931904,2008
05-103-11435,WPX Energy Rocky Mountain LLC,Directional,39.910282,-108.335028,2011
05-045-15466,Encana Oil & Gas Inc,Directional,39.501083,-108.117456,2008
05-045-15101,Encana Oil & Gas Inc,Directional,39.582171,-108.091486,2008
05-045-12159,Ursa Operating LLC,Directional,39.522111,-107.708723,2006
05-045-10770,Encana Oil & Gas Inc,Directional,39.412489,-108.045149,2009
05-045-15342,Encana Oil & Gas Inc,Directional,39.58275,-108.089491,2008
05-045-11638,Encana Oil & Gas Inc,Directional,39.582892,-108.085775,2006
05-045-15211,Encana Oil & Gas Inc,Directional,39.580945,-108.099195,2008
05-045-14429,Encana Oil & Gas Inc,Directional,39.584178,-108.118961,2007
05-045-13840,Encana Oil & Gas Inc,Directional,39.585885,-108.073994,2007
05-045-12315,Encana Oil & Gas Inc,Directional,39.551724,-108.112159,2006
05-045-10902,Ursa Operating LLC,Directional,39.539492,-107.727105,2007
05-045-11715,Encana Oil & Gas Inc,Directional,39.6028,-108.10407,2006
05-103-11793,WPX Energy Rocky Mountain LLC,Directional,39.880636,-108.366837,2014
05-103-10472,Encana Oil & Gas Inc,Directional,39.776006,-108.326044,2006
05-045-17864,WPX Energy Rocky Mountain LLC,Directional,39.529902,-107.57554,2011
05-045-13084,WPX Energy Rocky Mountain LLC,Directional,39.488864,-108.064435,2007
05-045-20241,WPX Energy Rocky Mountain LLC,Directional,39.504035,-108.019041,2011
05-045-15344,Encana Oil & Gas Inc,Directional,39.582744,-108.089355,2008
05-045-20586,Encana Oil & Gas Inc,Directional,39.440145,-107.783163,2012
05-045-13935,Ursa Operating LLC,Directional,39.535844,-107.699357,2007
05-045-15460,Encana Oil & Gas Inc,Directional,39.501074,-108.117482,2008
05-045-22148,WPX Energy Rocky Mountain LLC,Directional,39.465012,-107.969253,2014
05-045-17430,Vanguard Operating LLC,Directional,39.494721,-107.667536,2008
05-045-16185,Encana Oil & Gas Inc,Directional,39.42973,-108.01022,2008
05-045-11864,Encana Oil & Gas Inc,Directional,39.583289,-108.136742,2007
05-045-14659,Encana Oil & Gas Inc,Directional,39.574372,-108.107824,2007
05-045-16887,WPX Energy Rocky Mountain LLC,Directional,39.497098,-107.85853,2008
05-045-18581,Vanguard Operating LLC,Directional,39.510522,-107.676919,2010
05-045-10600,Encana Oil & Gas Inc,Directional,39.45715,-107.7715,2005
05-045-10771,Encana Oil & Gas Inc,Directional,39.41247,-108.045255,2009
05-045-17945,Vanguard Operating LLC,Directional,39.473156,-107.582672,2009
05-045-17066,Encana Oil & Gas Inc,Directional,39.4621,-107.78489,2008
05-045-20870,Vanguard Operating LLC,Directional,39.479218,-107.553356,2012
05-045-22356,WPX Energy Rocky Mountain LLC,Directional,39.511449,-108.125509,2014
05-045-15109,Encana Oil & Gas Inc,Directional,39.501136,-108.117377,2008
05-045-11779,Encana Oil & Gas Inc,Directional,39.590289,-108.047156,2008
05-045-15634,Encana Oil & Gas Inc,Directional,39.57844,-108.110629,2008
05-045-15103,Encana Oil & Gas Inc,Directional,39.582149,-108.091482,2008
05-045-15819,Encana Oil & Gas Inc,Directional,39.45095,-107.77757,2008
05-045-21098,Vanguard Operating LLC,Directional,39.515728,-107.642533,2012
05-045-18603,Vanguard Operating LLC,Directional,39.519033,-107.625708,2009
05-045-22308,Caerus Piceance LLC,Directional,39.432458,-108.069192,2014
05-045-10230,Encana Oil & Gas Inc,Directional,39.47417,-107.75576,2005
05-045-15279,Linn Operating Inc,Directional,39.573441,-108.181254,2008
05-045-15108,Encana Oil & Gas Inc,Directional,39.501126,-108.117401,2008
05-045-20912,WPX Energy Rocky Mountain LLC,Directional,39.4634,-108.107914,2011
05-045-14121,WPX Energy Rocky Mountain LLC,Directional,39.608233,-108.243416,2009
05-045-15201,Encana Oil & Gas Inc,Directional,39.58094,-108.099062,2008
05-045-20859,Vanguard Operating LLC,Directional,39.479185,-107.553307,2012
05-045-15106,Encana Oil & Gas Inc,Directional,39.582147,-108.091508,2008
05-045-18462,Encana Oil & Gas Inc,Directional,39.412492,-108.045195,2009
05-045-14504,Encana Oil & Gas Inc,Directional,39.645662,-108.214015,2007
05-045-18447,Encana Oil & Gas Inc,Directional,39.453424,-107.78209,2009
05-045-15208,Encana Oil & Gas Inc,Directional,39.580959,-108.099067,2008
05-045-14045,Linn Operating Inc,Directional,39.598407,-108.18822,2010
05-045-15166,Ursa Operating LLC,Directional,39.522935,-107.728752,2008
05-045-15205,Encana Oil & Gas Inc,Directional,39.580932,-108.099264,2008
05-045-15467,Encana Oil & Gas Inc,Directional,39.501019,-108.117636,2008
05-045-14120,WPX Energy Rocky Mountain LLC,Directional,39.608268,-108.243389,2009
05-045-17575,Encana Oil & Gas Inc,Directional,39.485095,-107.776325,2009
05-103-11069,XTO Energy Inc,Directional,39.734849,-108.004372,2007
05-045-11713,Encana Oil & Gas Inc,Directional,39.602853,-108.104058,2006
05-045-15105,Encana Oil & Gas Inc,Directional,39.58214,-108.091606,2008
05-045-14549,Encana Oil & Gas Inc,Directional,39.501069,-108.117558,2008
05-045-11718,Encana Oil & Gas Inc,Directional,39.590261,-108.046892,2008
05-045-15049,Encana Oil & Gas Inc,Directional,39.582157,-108.091411,2008
05-045-09884,Encana Oil & Gas Inc,Directional,39.465528,-107.738528,2005
05-045-14969,Linn Operating Inc,Directional,39.520552,-108.100235,2011
05-045-10293,Encana Oil & Gas Inc,Directional,39.48041,-107.74353,2004
05-045-13373,Encana Oil & Gas Inc,Directional,39.49544,-107.74261,2005
05-045-19082,Ursa Operating LLC,Directional,39.432879,-108.025246,2010
05-045-14335,Encana Oil & Gas Inc,Directional,39.590205,-108.046597,2007
05-103-11530,XTO Energy Inc,Directional,39.90527,-108.205137,2011
05-045-14286,Ursa Operating LLC,Directional,39.525633,-107.642514,2008
05-045-20464,WPX Energy Rocky Mountain LLC,Directional,39.506258,-108.08319,2011
05-045-14482,Encana Oil & Gas Inc,Directional,39.603036,-108.103864,2008
05-045-20695,WPX Energy Rocky Mountain LLC,Directional,39.50558,-107.551562,2011
05-045-12778,Encana Oil & Gas Inc,Directional,39.4736,-107.65997,2006
05-045-14491,Encana Oil & Gas Inc,Directional,39.602986,-108.103943,2007
05-045-15898,WPX Energy Rocky Mountain LLC,Directional,39.528849,-107.934771,2008
05-045-22237,WPX Energy Rocky Mountain LLC,Directional,39.496079,-107.97776,2014
05-045-15894,WPX Energy Rocky Mountain LLC,Directional,39.57406,-108.230224,2010
05-045-12398,Ursa Operating LLC,Directional,39.531809,-107.733647,2007
05-045-11251,Encana Oil & Gas Inc,Directional,39.58268,-108.08926,2006
05-045-15631,Encana Oil & Gas Inc,Directional,39.578364,-108.110597,2008
05-045-15750,Vanguard Operating LLC,Directional,39.507718,-107.685255,2008
05-045-14421,Encana Oil & Gas Inc,Directional,39.601624,-108.140363,2008
05-045-15487,Encana Oil & Gas Inc,Directional,39.574356,-108.107783,2008
05-045-15703,Linn Operating Inc,Directional,39.568455,-108.204587,2010
05-045-16957,Vanguard Operating LLC,Directional,39.510382,-107.697494,2008
05-045-22355,WPX Energy Rocky Mountain LLC,Directional,39.511408,-108.125508,2014
05-045-17977,Encana Oil & Gas Inc,Directional,39.40753,-107.72477,2009
05-045-12715,Encana Oil & Gas Inc,Directional,39.42098,-108.0327,2008
05-045-19479,WPX Energy Rocky Mountain LLC,Directional,39.525988,-107.595597,2011
05-045-14326,Ursa Operating LLC,Directional,39.520737,-107.682761,2007
05-045-14942,Ursa Operating LLC,Directional,39.528243,-107.699819,2008
05-045-17111,WPX Energy Rocky Mountain LLC,Directional,39.526492,-107.57912,2011
05-045-14684,Encana Oil & Gas Inc,Directional,39.583222,-108.136558,2008
05-045-10202,Encana Oil & Gas Inc,Directional,39.52723,-108.12363,2005
05-045-14478,Encana Oil & Gas Inc,Directional,39.60291,-108.103978,2007
05-045-13070,WPX Energy Rocky Mountain LLC,Directional,39.482249,-108.053489,2007
05-103-11792,WPX Energy Rocky Mountain LLC,Directional,39.880515,-108.36694,2013
05-045-15733,Vanguard Operating LLC,Directional,39.48915,-107.592762,2008
05-045-13752,Ursa Operating LLC,Directional,39.522765,-107.663877,2007
05-045-19671,WPX Energy Rocky Mountain LLC,Directional,39.493332,-108.089832,2010
05-045-20660,WPX Energy Rocky Mountain LLC,Directional,39.4521,-107.949831,2013
05-045-14960,Linn Operating Inc,Directional,39.515169,-108.105489,2008
05-045-17559,Encana Oil & Gas Inc,Directional,39.40815,-107.72412,2009
05-045-20251,WPX Energy Rocky Mountain LLC,Directional,39.504054,-108.019032,2011
05-045-20866,Vanguard Operating LLC,Directional,39.479215,-107.553328,2011
05-045-15815,Encana Oil & Gas Inc,Directional,39.42097,-108.03277,2008
05-045-21103,Vanguard Operating LLC,Directional,39.515728,-107.642504,2012
05-045-19668,WPX Energy Rocky Mountain LLC,Directional,39.493274,-108.089859,2011
05-045-10774,Encana Oil & Gas Inc,Directional,39.412464,-108.045212,2009
05-045-15673,Encana Oil & Gas Inc,Directional,39.44124,-107.99405,2008
05-045-18647,Vanguard Operating LLC,Directional,39.500113,-107.675012,2009
05-045-12644,Vanguard Operating LLC,Directional,39.50017,-107.67504,2006
05-045-15461,Encana Oil & Gas Inc,Directional,39.501106,-108.117389,2008
05-045-10581,Encana Oil & Gas Inc,Directional,39.4842,-107.75557,2005
05-045-20248,WPX Energy Rocky Mountain LLC,Directional,39.504063,-108.019063,2011
05-045-14191,Ursa Operating LLC,Directional,39.521627,-107.694079,2007
05-045-11906,Encana Oil & Gas Inc,Directional,39.41842,-107.71397,2008
05-045-14678,Ursa Operating LLC,Directional,39.531728,-107.73365,2007
05-045-21406,Vanguard Operating LLC,Directional,39.479176,-107.553223,2012
05-045-11722,Encana Oil & Gas Inc,Directional,39.590236,-108.046762,2007
05-045-15754,Vanguard Operating LLC,Directional,39.507807,-107.685257,2008
05-045-21099,Vanguard Operating LLC,Directional,39.515727,-107.642561,2012
05-103-11219,Whiting Oil & Gas Corp,Directional,39.856183,-108.338705,2008
05-045-22298,Caerus Piceance LLC,Directional,39.432439,-108.069206,2014
05-045-15653,Encana Oil & Gas Inc,Directional,39.43689,-107.996,2008
05-103-11994,WPX Energy Rocky Mountain LLC,Directional,39.842898,-108.420709,2014
05-045-14551,Encana Oil & Gas Inc,Directional,39.501039,-108.117647,2008
05-045-14102,Vanguard Operating LLC,Directional,39.5142,-107.68517,2007
05-045-16012,Ursa Operating LLC,Directional,39.525619,-107.642469,2008
05-045-11720,Encana Oil & Gas Inc,Directional,39.590242,-108.046789,2007
05-045-19109,Ursa Operating LLC,Directional,39.432978,-108.025298,2010
05-045-15074,Vanguard Operating LLC,Directional,39.497307,-107.596703,2008
05-045-15210,Encana Oil & Gas Inc,Directional,39.580948,-108.099166,2008
05-045-14398,Encana Oil & Gas Inc,Directional,39.584208,-108.119019,2007
05-045-14920,Vanguard Operating LLC,Directional,39.49389,-107.64176,2008
05-077-10164,Piceance Energy LLC,Directional,39.25944,-107.93552,2011
05-045-20267,WPX Energy Rocky Mountain LLC,Directional,39.510489,-107.557457,2011
05-045-15171,Ursa Operating LLC,Directional,39.522936,-107.728788,2008
05-045-20655,WPX Energy Rocky Mountain LLC,Directional,39.452078,-107.950014,2013
05-045-15486,Encana Oil & Gas Inc,Directional,39.574336,-108.107822,2008
05-045-15345,Encana Oil & Gas Inc,Directional,39.582738,-108.089385,2008
05-045-18609,Vanguard Operating LLC,Directional,39.518944,-107.625733,2009
05-045-18451,WPX Energy Rocky Mountain LLC,Directional,39.497644,-107.507546,2009
05-045-14941,Ursa Operating LLC,Directional,39.52824,-107.699783,2008
05-045-16239,WPX Energy Rocky Mountain LLC,Directional,39.57461,-108.293551,2008
05-045-22033,WPX Energy Rocky Mountain LLC,Directional,39.510513,-108.007911,2013
05-045-15209,Encana Oil & Gas Inc,Directional,39.580936,-108.099092,2008
05-045-11277,Encana Oil & Gas Inc,Directional,39.582194,-108.091174,2005
05-045-18596,Vanguard Operating LLC,Directional,39.519164,-107.625756,2009
05-045-15757,Vanguard Operating LLC,Directional,39.507763,-107.685256,2008
05-045-13841,Encana Oil & Gas Inc,Directional,39.585908,-108.074004,2007
05-045-15353,Encana Oil & Gas Inc,Directional,39.582721,-108.089481,2008
05-045-19285,OXY USA WTP LP,Directional,39.530639,-108.233208,2010
05-045-14979,Encana Oil & Gas Inc,Directional,39.620879,-108.172238,2008
05-045-15284,Linn Operating Inc,Directional,39.573359,-108.181499,2008
05-103-11437,WPX Energy Rocky Mountain LLC,Directional,39.91026,-108.335159,2011
05-045-17068,Ursa Operating LLC,Directional,39.531114,-107.675666,2008
05-045-13630,Ursa Operating LLC,Directional,39.522139,-107.708812,2007
05-045-17682,Encana Oil & Gas Inc,Directional,39.472505,-107.614589,2009
05-045-19662,WPX Energy Rocky Mountain LLC,Directional,39.493293,-108.08985,2011
05-045-14486,Encana Oil & Gas Inc,Directional,39.603056,-108.103849,2008
05-045-15760,Vanguard Operating LLC,Directional,39.508158,-107.685264,2008
05-045-12174,Encana Oil & Gas Inc,Directional,39.482398,-107.783122,2009
05-045-17008,Vanguard Operating LLC,Directional,39.499657,-107.629169,2008
05-045-15180,Ursa Operating LLC,Directional,39.523007,-107.728855,2008
05-045-12995,Vanguard Operating LLC,Directional,39.494947,-107.646222,2007
05-045-19101,Ursa Operating LLC,Directional,39.432998,-108.025197,2010
05-045-19478,WPX Energy Rocky Mountain LLC,Directional,39.525924,-107.595491,2011
05-045-19672,WPX Energy Rocky Mountain LLC,Directional,39.493312,-108.089841,2011
05-045-14545,Encana Oil & Gas Inc,Directional,39.645493,-108.165161,2007
05-045-19251,Vanguard Operating LLC,Directional,39.507815,-107.630221,2012
05-045-19797,Vanguard Operating LLC,Directional,39.502768,-107.57324,2010
05-045-18771,Encana Oil & Gas Inc,Directional,39.590412,-108.049204,2009
05-045-10488,Vanguard Operating LLC,Directional,39.510293,-107.697621,2008
05-045-20730,Vanguard Operating LLC,Directional,39.501017,-107.602427,2011
05-045-16913,Encana Oil & Gas Inc,Directional,39.41864,-108.01335,2008
05-045-17947,Vanguard Operating LLC,Directional,39.473062,-107.582553,2009
05-045-16910,Encana Oil & Gas Inc,Directional,39.41867,-108.01329,2008
05-045-14529,Encana Oil & Gas Inc,Directional,39.659741,-108.133942,2007
05-045-17147,Vanguard Operating LLC,Directional,39.507324,-107.69824,2008
05-045-11108,Vanguard Operating LLC,Directional,39.49281,-107.674088,2006
05-103-11271,WPX Energy Rocky Mountain LLC,Directional,39.880262,-108.358298,2008
05-045-22028,WPX Energy Rocky Mountain LLC,Directional,39.510486,-108.007939,2014
05-045-12055,Ursa Operating LLC,Directional,39.528648,-107.666593,2006
05-045-15604,Encana Oil & Gas Inc,Directional,39.43707,-108.0109,2008
05-045-20944,Vanguard Operating LLC,Directional,39.511748,-107.640637,2012
05-045-21786,WPX Energy Rocky Mountain LLC,Directional,39.474831,-107.798832,2014
05-045-14687,Encana Oil & Gas Inc,Directional,39.583246,-108.136689,2007
05-103-11903,WPX Energy Rocky Mountain LLC,Directional,39.870302,-108.363154,2013
05-045-21105,Vanguard Operating LLC,Directional,39.515726,-107.642619,2012
05-045-10454,Encana Oil & Gas Inc,Directional,39.462222,-107.726331,2005
05-045-17560,Encana Oil & Gas Inc,Directional,39.40818,-107.72411,2009
05-045-11641,Encana Oil & Gas Inc,Directional,39.583003,-108.085487,2008
05-045-13839,Encana Oil & Gas Inc,Directional,39.585895,-108.073967,2007
05-045-20123,Vanguard Operating LLC,Directional,39.514593,-107.671377,2012
05-123-32183,Bayswater Exploration & Production LLC,Directional,40.541665,-104.761779,2011
05-045-15076,Vanguard Operating LLC,Directional,39.497264,-107.596688,2008
05-045-10696,Encana Oil & Gas Inc,Directional,39.48411,-107.75566,2005
05-045-15298,Ursa Operating LLC,Directional,39.520707,-107.683078,2008
05-045-14821,Vanguard Operating LLC,Directional,39.50814,-107.66829,2007
05-045-17856,WPX Energy Rocky Mountain LLC,Directional,39.485209,-107.839815,2010
05-123-34267,Synergy Resources,Directional,40.54278,-104.750404,2011
05-045-10453,Encana Oil & Gas Inc,Directional,39.462247,-107.72638,2005
05-045-15497,Encana Oil & Gas Inc,Directional,39.681356,-108.142794,2008
05-045-18446,Encana Oil & Gas Inc,Directional,39.453396,-107.782052,2009
05-045-18638,Vanguard Operating LLC,Directional,39.497173,-107.618061,2009
05-103-11478,XTO Energy Inc,Directional,39.900064,-108.212247,2010
05-045-18450,WPX Energy Rocky Mountain LLC,Directional,39.497623,-107.507567,2009
05-045-15463,Encana Oil & Gas Inc,Directional,39.50105,-108.117547,2008
05-045-11719,Encana Oil & Gas Inc,Directional,39.590256,-108.046864,2007
05-045-17579,Encana Oil & Gas Inc,Directional,39.485129,-107.776335,2009
05-045-15202,Encana Oil & Gas Inc,Directional,39.580954,-108.099098,2008
05-045-12605,Vanguard Operating LLC,Directional,39.485696,-107.631569,2006
05-045-15670,Encana Oil & Gas Inc,Directional,39.44108,-107.99405,2008
05-045-10906,Ursa Operating LLC,Directional,39.539519,-107.727053,2007
05-045-15071,Vanguard Operating LLC,Directional,39.497392,-107.596732,2008
05-045-20410,Encana Oil & Gas Inc,Directional,39.443068,-107.775706,2011
05-045-11642,Encana Oil & Gas Inc,Directional,39.583013,-108.085527,2007
05-045-14917,Vanguard Operating LLC,Directional,39.49379,-107.64201,2008
05-103-11243,XTO Energy Inc,Directional,39.912004,-108.198666,2011
05-045-14302,Vanguard Operating LLC,Directional,39.486642,-107.639717,2008
05-045-20387,Encana Oil & Gas Inc,Directional,39.461988,-107.618868,2012
05-045-18604,Vanguard Operating LLC,Directional,39.519078,-107.625711,2009
05-045-15459,Encana Oil & Gas Inc,Directional,39.42141,-108.00336,2008
05-045-13887,Ursa Operating LLC,Directional,39.528397,-107.694308,2007
05-045-12986,Encana Oil & Gas Inc,Directional,39.47824,-107.64703,2008
05-045-11896,Encana Oil & Gas Inc,Directional,39.588632,-108.061189,2007
05-045-14487,Encana Oil & Gas Inc,Directional,39.603068,-108.103873,2008
05-045-13096,Linn Operating Inc,Directional,39.609983,-108.048175,2010
05-045-20072,OXY USA WTP LP,Directional,39.53513,-108.22235,2011
05-045-11797,Vanguard Operating LLC,Directional,39.513525,-107.625769,2009
05-045-14695,Encana Oil & Gas Inc,Directional,39.47371,-107.63187,2008
05-045-12610,Vanguard Operating LLC,Directional,39.485701,-107.631513,2006
05-045-17677,WPX Energy Rocky Mountain LLC,Directional,39.522126,-107.580736,2010
05-045-11643,Encana Oil & Gas Inc,Directional,39.583023,-108.085505,2008
