api,operator,status,direction,depth_ft,spudyr,latitude,longitude
30-025-40702,COG Production LLC,Active,Horizontal,11060,2013,32.2530785,-103.5931778
30-025-40703,COG Production LLC,Active,Horizontal,11112,2013,32.2527924,-103.5868378
30-025-40705,COG Operating LLC,Active,Horizontal,13670,2012,32.6668205,-103.7912445
30-025-40706,CHEVRON USA Inc,Active,Horizontal,9388,2012,32.7128334,-103.7949448
30-025-40708,Devon Energy Production Company,Active,Horizontal,5793,2012,32.826355,-103.7293777
30-025-40709,Devon Energy Production Company,Active,Horizontal,6737,2012,32.8262177,-103.7293777
30-025-40711,CHEVRON USA Inc,Active,Horizontal,8463,2012,32.7167358,-103.7938766
30-025-40714,COG Operating LLC,Active,Horizontal,18931,2012,32.5008087,-103.5528107
30-025-40718,Yates Petroleum Corp,Active,Horizontal,12837,2012,32.1748123,-103.6895676
30-025-40720,OXY USA Inc,Active,Horizontal,14229,2012,32.3854904,-103.6187515
30-025-40722,Yates Petroleum Corp,Active,Horizontal,17319,2012,32.080555,-103.6950378
30-025-40725,COG Operating LLC,Active,Horizontal,14930,2012,32.564064,-103.6489716
30-025-40726,Cimarex Energy Company,Active,Horizontal,9619,2012,32.5649948,-103.5279388
30-025-40727,Diamondback Resources LLC,Active,Horizontal,14750,2012,32.6876183,-103.5209808
30-025-40730,BC Operating Inc,Active,Horizontal,10141,2012,32.8269157,-103.3402786
30-025-40731,Mewbourne Oil Company,Active,Horizontal,14065,2012,32.7114525,-103.7756271
30-025-40732,COG Operating LLC,Active,Horizontal,11457,2013,32.5123215,-103.5185776
30-025-40733,COG Production LLC,Active,Horizontal,15596,2012,32.3270264,-103.5504532
30-025-40742,Nearburg Producing Company,Active,Horizontal,10874,2013,32.552269,-103.5330429
30-025-40743,Devon Energy Production Company,Active,Horizontal,11220,2012,32.3115883,-103.5664825
30-025-40748,Devon Energy Production Company,Active,Horizontal,9310,2013,32.7265129,-103.4731903
30-025-40750,Cimarex Energy Company,Active,Horizontal,11316,2013,32.5358315,-103.5276031
30-025-40752,Texland Petroleum-Hobbs LLC,Active,Horizontal,12890,2012,32.8993378,-103.0915756
30-025-40753,Occidental Permian LTD,Active,Horizontal,13566,2012,32.6518478,-103.7647705
30-025-40755,Mewbourne Oil Company,Active,Horizontal,9931,2012,32.064415,-103.5698853
30-025-40770,Cimarex Energy Company,Active,Horizontal,9625,2013,32.2965088,-103.6476288
30-025-40771,Cimarex Energy Company,Active,Horizontal,9701,2014,32.2965279,-103.6435471
30-025-40772,Cimarex Energy Company,Active,Horizontal,9822,2014,32.2965317,-103.6430588
30-025-40773,COG Operating LLC,Active,Horizontal,13776,2012,32.6958351,-103.7809525
30-025-40778,COG Operating LLC,Active,Horizontal,15540,2012,32.608902,-103.5016174
30-025-40780,Cimarex Energy Company,Active,Horizontal,9685,2013,32.2964897,-103.6520157
30-025-40781,Cimarex Energy Company,Active,Horizontal,9669,2013,32.2964935,-103.651535
30-025-40782,Cimarex Energy Company,Active,Horizontal,9703,2014,32.2965469,-103.6393204
30-025-40783,Cimarex Energy Company,Active,Horizontal,9779,2014,32.2965469,-103.6388321
30-025-40784,Cimarex Energy Company,Active,Horizontal,11846,2012,32.1384468,-103.6812286
30-025-40790,CONOCOPHILLIPS Company,Active,Horizontal,13322,2012,32.0194511,-103.691391
30-025-40791,Cimarex Energy Company,Active,Horizontal,11027,2013,32.2385979,-103.6261749
30-025-40792,Cimarex Energy Company,Active,Horizontal,11003,2013,32.2385941,-103.6304169
30-025-40793,Cimarex Energy Company,Active,Horizontal,10933,2013,32.2385864,-103.6346893
30-025-40794,COG Operating LLC,Active,Horizontal,11465,2013,32.5014267,-103.5410385
30-025-40795,COG Operating LLC,Active,Horizontal,11468,2014,32.5092621,-103.5191803
30-025-40797,Apache Corp,Active,Horizontal,13807,2012,32.6227531,-103.7613983
30-025-40802,CHEVRON USA Inc,Active,Horizontal,9171,2012,32.0227127,-103.6038971
30-025-40803,COG Production LLC,Active,Horizontal,9336,2012,32.1001587,-103.6725082
30-025-40804,Cimarex Energy Company,Active,Horizontal,11185,2012,32.5504494,-103.5244293
30-025-40812,Cimarex Energy Company of CO,Active,Horizontal,9380,2012,32.622097,-103.6178894
30-025-40814,COG Operating LLC,Active,Horizontal,14220,2012,32.740406,-103.4872055
30-025-40817,EOG Resources Inc,Active,Horizontal,9296,2012,32.1819077,-103.5147629
30-025-40818,Cimarex Energy Company,Active,Horizontal,11155,2012,32.2530823,-103.5959549
30-025-40819,Cimarex Energy Company,Active,Horizontal,11112,2013,32.5499039,-103.5332031
30-025-40825,Cimarex Energy Company,Active,Horizontal,11293,2013,32.5360336,-103.5248413
30-025-40827,BC Operating Inc,Active,Horizontal,10009,2013,32.6138191,-103.7185364
30-025-40828,BC Operating Inc,Active,Horizontal,10104,2012,32.5781898,-103.7015533
30-025-40833,COG Operating LLC,Active,Horizontal,10043,2013,32.6231804,-103.4085999
30-025-40836,Mewbourne Oil Company,Active,Horizontal,9491,2012,32.7105675,-103.487175
30-025-40837,Cimarex Energy Company of CO,Active,Horizontal,9945,2013,32.5491676,-103.730423
30-025-40838,Cimarex Energy Company of CO,Active,Horizontal,9935,2013,32.5492859,-103.7301407
30-025-40840,CONOCOPHILLIPS Company,Active,Horizontal,8826,2012,32.0332642,-103.6921539
30-025-40841,Cimarex Energy Company,Active,Horizontal,15281,2013,32.6682091,-103.5246124
30-025-40842,Cimarex Energy Company,Active,Horizontal,10780,2013,32.6685219,-103.5292282
30-025-40843,GMT Exploration Company LLC,Active,Horizontal,10836,2013,32.4720192,-103.4821548
30-025-40852,Marshall & Winston Inc,Active,Horizontal,13940,2012,32.6660271,-103.4545593
30-025-40853,COG Production LLC,Active,Horizontal,10891,2013,32.2301102,-103.6039505
30-025-40854,COG Production LLC,Active,Horizontal,11068,2014,32.2985611,-103.5845795
30-025-40855,COG Production LLC,Active,Horizontal,11175,2013,32.2985573,-103.5797043
30-025-40856,COG Production LLC,Active,Horizontal,10827,2014,32.2985573,-103.5748749
30-025-40857,COG Production LLC,Active,Horizontal,11202,2013,32.2985497,-103.5699921
30-025-40860,CHEVRON USA Inc,Active,Horizontal,9688,2013,32.2396851,-103.6526413
30-025-40861,CHEVRON USA Inc,Active,Horizontal,9573,2012,32.2397575,-103.6387634
30-025-40862,GMT Exploration Company LLC,Active,Horizontal,8903,2012,32.3408356,-103.4308701
30-025-40863,COG Operating LLC,Active,Horizontal,9276,2012,32.6523666,-103.8120651
30-025-40864,Yates Petroleum Corp,Active,Horizontal,11189,2013,32.2243881,-103.5831146
30-025-40868,Mewbourne Oil Company,Active,Horizontal,13725,2012,32.6975021,-103.4666061
30-025-40872,Cimarex Energy Company,Active,Horizontal,10897,2013,32.5459137,-103.5040741
30-025-40873,Mewbourne Oil Company,Active,Horizontal,14400,2012,32.658268,-103.7116547
30-025-40874,COG Operating LLC,Active,Horizontal,10452,2013,32.3110046,-103.4771347
30-025-40875,COG Operating LLC,Active,Horizontal,10755,2013,32.6813202,-103.5069962
30-025-40877,Cimarex Energy Company,Active,Horizontal,10961,2013,32.2694244,-103.6218796
30-025-40884,Mewbourne Oil Company,Active,Horizontal,10647,2013,32.6934242,-103.5049362
30-025-40888,COG Operating LLC,Active,Horizontal,0,2014,32.8554268,-103.7382202
30-025-40889,GMT Exploration Company LLC,Active,Horizontal,10832,2013,32.5012398,-103.4650421
30-025-40891,Yates Petroleum Corp,Active,Horizontal,15693,2013,32.2678909,-103.6009903
30-025-40896,COG Production LLC,Active,Horizontal,10955,2013,32.1822472,-103.638031
30-025-40897,Mewbourne Oil Company,Active,Horizontal,9273,2013,32.0351791,-103.6873627
30-025-40898,Devon Energy Production Company,Active,Horizontal,11128,2013,32.2545166,-103.5841522
30-025-40900,CONOCOPHILLIPS Company,Active,Horizontal,9233,2013,32.0355453,-103.6970596
30-025-40901,CONOCOPHILLIPS Company,Active,Horizontal,8825,2013,32.0356483,-103.6969986
30-025-40902,CONOCOPHILLIPS Company,Active,Horizontal,8835,2013,32.0354195,-103.6971741
30-025-40905,Cimarex Energy Company of CO,Active,Horizontal,11322,2013,32.2693405,-103.5499878
30-025-40907,Yates Petroleum Corp,Active,Horizontal,11159,2014,32.2679176,-103.5879211
30-025-40911,Seely Oil Company,Active,Horizontal,9479,2013,32.7263718,-103.6448975
30-025-40912,Devon Energy Production Company,Active,Horizontal,18017,2013,32.0369568,-103.416214
30-025-40914,COG Operating LLC,Active,Horizontal,11034,2013,32.224369,-103.5324402
30-025-40916,COG Operating LLC,Active,Horizontal,10485,2013,32.31147,-103.4730606
30-025-40922,CHEVRON USA Inc,Active,Horizontal,99,2013,32.0051003,-103.6892395
30-025-40925,EOG Resources Inc,Active,Horizontal,0,2014,32.1674042,-103.5281982
30-025-40927,EOG Resources Inc,Active,Horizontal,9426,2014,32.1674004,-103.5239105
30-025-40928,EOG Resources Inc,Active,Horizontal,9422,2014,32.1674004,-103.5238113
30-025-40929,EOG Resources Inc,Active,Horizontal,9417,2014,32.1673965,-103.5197678
30-025-40930,EOG Resources Inc,Active,Horizontal,9425,2014,32.1673965,-103.5196762
30-025-40934,GMT Exploration Company LLC,Active,Horizontal,11176,2013,32.3699608,-103.4309311
30-025-40935,GMT Exploration Company LLC,Active,Horizontal,11300,2013,32.3698502,-103.4309311
30-025-40936,CAZA Operating LLC,Active,Horizontal,9,2013,32.2982941,-103.4344025
30-025-40942,Fasken Oil and Ranch LTD,Active,Horizontal,10934,2013,32.5664253,-103.5574188
30-025-40943,Marshall & Winston Inc,Active,Horizontal,9429,2013,32.6125488,-103.6268463
30-025-40945,COG Operating LLC,Active,Horizontal,0,2014,32.500824,-103.5581589
